candidato,criterio_match,id,marca,modelo_consulta,motivo,nivel_match,passou
UNO MILLE FIRE ECONOMY 2 PORTAS,versoes_equivalentes,2012 | FIAT | UNO | MILLE FIRE ECONOMY 2 PORTAS | 1 0 8V | M-5 | FLEX,FIAT,Uno Mille Fire Economy 2 Portas 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ECONOMY, MILLE, UNO; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
GOL I-MOTION,versoes_equivalentes,2012 | VOLKSWAGEN | GOL | I MOTION | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Gol I-Motion 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL, MOTION; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
GOL POWER I-MOTION,versoes_equivalentes,2012 | VOLKSWAGEN | GOL | POWER I MOTION | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Gol Power I-Motion 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL, MOTION, POWER; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO GOL BLUEMOTION TECHNOLOGY,exato,2012 | VOLKSWAGEN | NOVO GOL | BLUEMOTION TECHNOLOGY | 1 0 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol BlueMotion Technology 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: BLUEMOTION, GOL, TECHNOLOGY; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
GOL 1.0,exato,2012 | VOLKSWAGEN | NOVO GOL | 1 0 | 1 0 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol 1.0 1.0-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
NOVO GOL CITY,exato,2012 | VOLKSWAGEN | NOVO GOL | CITY | 1 0 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol City 1.0-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY, GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
GOL 1.6,versoes_equivalentes,2012 | VOLKSWAGEN | NOVO GOL | 1 6 | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol 1.6 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
NOVO GOL CITY,exato,2012 | VOLKSWAGEN | NOVO GOL | CITY | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol City 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY, GOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
GOL POWER,versoes_equivalentes,2012 | VOLKSWAGEN | NOVO GOL | POWER | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Novo Gol Power 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL, POWER; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
GOL I-MOTION,versoes_equivalentes,2012 | VOLKSWAGEN | NOVO GOL | I MOTION | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Novo Gol I-Motion 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL, MOTION; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
NOVO GOL CITY I-MOTION,exato,2012 | VOLKSWAGEN | NOVO GOL | CITY I MOTION | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Novo Gol City I-Motion 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY, GOL, MOTION; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
GOL POWER I-MOTION,versoes_equivalentes,2012 | VOLKSWAGEN | NOVO GOL | POWER I MOTION | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Novo Gol Power I-Motion 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: GOL, MOTION, POWER; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
POLO BLUEMOTION,exato,2012 | VOLKSWAGEN | POLO | BLUEMOTION | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Polo BlueMotion 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: BLUEMOTION, POLO; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
POLO 1.6,exato,2012 | VOLKSWAGEN | POLO | 1 6 | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Polo 1.6 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: POLO; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
POLO SPORTLINE,exato,2012 | VOLKSWAGEN | POLO | SPORTLINE | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Polo Sportline 1.6-8V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: POLO, SPORTLINE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
POLO SEDAN 1.6,exato,2012 | VOLKSWAGEN | POLO SEDAN | 1 6 | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Polo Sedan 1.6 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: POLO; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
POLO SEDAN COMFORTLINE,exato,2012 | VOLKSWAGEN | POLO SEDAN | COMFORTLINE | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Polo Sedan Comfortline 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: POLO; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
FIESTA SEDAN SE,exato,2012 | FORD | FIESTA SEDAN | SE | 1 6 16V | M-5 | FLEX,FORD,Fiesta Sedan SE 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FIESTA; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
FIESTA HATCH SE HA,exato,2012 | FORD | FIESTA HATCH | SE HA | 1 6 16V | M-5 | FLEX,FORD,Fiesta Hatch SE HA 1.6-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: FIESTA; carroceria compatível; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
CITY DX,exato,2012 | HONDA | CITY | DX | 1 5 16V | M-5 | FLEX,HONDA,City DX 1.5-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
CITY LX,exato,2012 | HONDA | CITY | LX | 1 5 16V | M-5 | FLEX,HONDA,City LX 1.5-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
CITY EX,exato,2012 | HONDA | CITY | EX | 1 5 16V | M-5 | FLEX,HONDA,City EX 1.5-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
CITY EXL,exato,2012 | HONDA | CITY | EXL | 1 5 16V | M-5 | FLEX,HONDA,City EXL 1.5-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
CITY DX,exato,2012 | HONDA | CITY | DX | 1 5 16V | A-5 | FLEX,HONDA,City DX 1.5-16V A-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
CITY LX,exato,2012 | HONDA | CITY | LX | 1 5 16V | A-5 | FLEX,HONDA,City LX 1.5-16V A-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
CITY EX,exato,2012 | HONDA | CITY | EX | 1 5 16V | A-5 | FLEX,HONDA,City EX 1.5-16V A-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
CITY EXL,exato,2012 | HONDA | CITY | EXL | 1 5 16V | A-5 | FLEX,HONDA,City EXL 1.5-16V A-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: CITY; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
SOUL EX,exato,2012 | KIA | SOUL | EX | 1 6 16V | M-6 | FLEX,KIA,Soul EX 1.6-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SOUL; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
SOUL LX,exato,2012 | KIA | SOUL | LX | 1 6 16V | M-6 | FLEX,KIA,Soul LX 1.6-16V M-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SOUL; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
SOUL EX,exato,2012 | KIA | SOUL | EX | 1 6 16V | A-6 | FLEX,KIA,Soul EX 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SOUL; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
SOUL LX,exato,2012 | KIA | SOUL | LX | 1 6 16V | A-6 | FLEX,KIA,Soul LX 1.6-16V A-6,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: SOUL; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
LOGAN AUTHENTIQUE,exato,2012 | RENAULT | LOGAN | AUTHENTIQUE | 1 0 16V | M-5 | FLEX,RENAULT,Logan Authentique 1.0-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: AUTHENTIQUE, LOGAN; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
LOGAN EXPRESSION,exato,2012 | RENAULT | LOGAN | EXPRESSION | 1 0 16V | M-5 | FLEX,RENAULT,Logan Expression 1.0-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: EXPRESSION, LOGAN; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
SYMBOL EXPRESSION,exato,2012 | RENAULT | SYMBOL | EXPRESSION | 1 6 16V | M-5 | FLEX,RENAULT,Symbol Expression 1.6-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: EXPRESSION, SYMBOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
SYMBOL PRIVILEGE,exato,2012 | RENAULT | SYMBOL | PRIVILEGE | 1 6 16V | M-5 | FLEX,RENAULT,Symbol Privilege 1.6-16V M-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: PRIVILEGE, SYMBOL; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível",alto,True
ETIOS SD X,exato,2012 | TOYOTA | ETIOS SD | X | 1 5 16V | M-5 | FLEX,TOYOTA,Etios SD X 1.5-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ETIOS; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
ETIOS SD XS,exato,2012 | TOYOTA | ETIOS SD | XS | 1 5 16V | M-5 | FLEX,TOYOTA,Etios SD XS 1.5-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ETIOS; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
ETIOS SD XLS,exato,2012 | TOYOTA | ETIOS SD | XLS | 1 5 16V | M-5 | FLEX,TOYOTA,Etios SD XLS 1.5-16V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: ETIOS; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível,alto,True
VOYAGE 1.0,exato,2012 | VOLKSWAGEN | VOYAGE | 1 0 | 1 0 8V | M-5 | FLEX,VOLKSWAGEN,Voyage 1.0 1.0-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: VOYAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível,alto,True
VOYAGE 1.6,versoes_equivalentes,2012 | VOLKSWAGEN | VOYAGE | 1 6 | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Voyage 1.6 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: VOYAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
VOYAGE COMFORTLINE,versoes_equivalentes,2012 | VOLKSWAGEN | VOYAGE | COMFORTLINE | 1 6 8V | M-5 | FLEX,VOLKSWAGEN,Voyage Comfortline 1.6-8V M-5,marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: VOYAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia,alto,True
VOYAGE I-MOTION,versoes_equivalentes,2012 | VOLKSWAGEN | VOYAGE | I MOTION | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Voyage I-Motion 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: MOTION, VOYAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
VOYAGE COMFORTLINE I-MOTION,versoes_equivalentes,2012 | VOLKSWAGEN | VOYAGE | COMFORTLINE I MOTION | 1 6 8V | MTA-5 | FLEX,VOLKSWAGEN,Voyage Comfortline I-Motion 1.6-8V MTA-5,"marca compatível; ano PBEV igual ao ano-modelo FIPE; família comercial textual compatível: MOTION, VOYAGE; designação comercial exata; modelo/família compatível; combustível flex compatível; versão/acabamento compatível; motor compatível; transmissão compatível; candidatos próximos têm o mesmo consumo aplicável; ambiguidade não bloqueia",alto,True
